System Code	Identifier	logFC	AveExpr	t	P.Value	adj.P.Val	B
Ch	HMDB11131	-0.012221279	6.394100941	-0.356018746	0.723070725	0.891419253	-6.103478474
Ch	HMDB13331	0.062867528	5.467922976	1.123990591	0.265477533	0.680807951	-5.55731148
Ch	HMDB02014	0.046683303	5.731890347	0.948485912	0.346672931	0.740959715	-5.730937681
Ch	HMDB00277	-0.010107351	5.770945576	-0.433886855	0.665921079	0.863825335	-6.073648387
Ch	HMDB01383	-0.074269722	4.608845492	-1.770071359	0.081777165	0.500902503	-4.681368896
Ch	HMDB06461	0.059463418	5.601046673	1.761060387	0.083304709	0.500902503	-4.696047976
Ch	HMDB05065	0.02380842	5.750576024	0.903576294	0.369820452	0.742158562	-5.770792996
Ch	HMDB11152	-0.035513534	5.100143936	-0.97772041	0.332124044	0.738442029	-5.703986839
Ch	HMDB11473	-0.00463836	6.02482931	-0.132496791	0.895033081	0.944757142	-6.156513079
Ch	HMDB10379	0.039640755	6.60108936	0.944502765	0.348686925	0.740959715	-5.734548327
Ch	HMDB11477	0.060309389	6.638517648	1.675793464	0.098963703	0.52402092	-4.831604847
Ch	HMDB10407	-0.034601248	6.074662801	-1.317289307	0.19273184	0.579105057	-5.333643325
Ch	HMDB11129	0.016768035	5.899809323	0.467509331	0.641822869	0.854357794	-6.058961807
Ch	HMDB10381	0.003213765	6.22304922	0.103259818	0.918099867	0.953524943	-6.159864225
Ch	HMDB10383	0.044671045	6.740400808	1.0737533	0.287216963	0.718357772	-5.609901476
Ch	HMDB10382	0.012857136	8.0067734	0.669007834	0.506047145	0.789845474	-5.948235134
Ch	HMDB11487	0.020047285	6.556216688	0.72432961	0.471668142	0.789845474	-5.911063439
Ch	HMDB11484	0.08537283	5.261929253	2.02100552	0.047731428	0.453448565	-4.246023966
Ch	HMDB10408	-0.007732545	5.184150154	-0.229539738	0.819227276	0.915606955	-6.139438287
Ch	HMDB11482	0.011375379	5.745848385	0.327123203	0.744709075	0.900089489	-6.113058494
Ch	HMDB13122	-0.024860813	5.814340076	-0.846600519	0.400569586	0.742158562	-5.818649695
Ch	HMDB12108	-0.020164758	6.370799192	-0.633705488	0.528672666	0.805477693	-5.970436105
Ch	HMDB11149	-0.026905844	5.291120685	-0.710067911	0.480402668	0.789845474	-5.920923722
Ch	HMDB10386	-0.002787237	7.776288499	-0.098755917	0.921660062	0.954154487	-6.16030661
Ch	HMDB10384	0.013743548	7.457826727	0.526843818	0.600237406	0.83561653	-6.030393246
Ch	HMDB11496	0.050740451	6.36631081	1.336999641	0.186251481	0.579105057	-5.308955917
Ch	HMDB11490	-0.045604903	5.115802743	-1.518786191	0.134049194	0.568167727	-5.065154181
Ch	HMDB10395	-0.022714815	7.190933899	-0.680172724	0.499001681	0.789845474	-5.940967117
Ch	HMDB10393	0.026173536	6.56956138	0.804532698	0.424254204	0.748820261	-5.852033191
Ch	HMDB10392	-0.004894652	5.59852759	-0.146641242	0.883905001	0.939149063	-6.154593697
Ch	HMDB10391	-0.052268884	5.36002472	-1.365556353	0.177157301	0.577998062	-5.272577598
Ch	HMDB10390	-0.065004889	4.851183844	-1.513255499	0.135445557	0.568167727	-5.072996323
Ch	HMDB10404	-0.011377369	6.623881997	-0.273227999	0.785612802	0.900089489	-6.128768481
Ch	HMDB10401	-0.041220156	5.301085768	-0.891684469	0.376111095	0.742158562	-5.781031944
Ch	HMDB10398	-0.022619716	4.232475776	-0.233501708	0.816163757	0.915606955	-6.138546973
Ch	HMDB12096	-0.050310301	5.463961286	-0.860523754	0.39291348	0.742158562	-5.807235162
Ch	HMDB12097	-0.010839363	6.847147675	-0.28067004	0.779925487	0.900089489	-6.126766554
Ch	HMDB12342	-0.045237826	4.329882532	-0.599749294	0.55092336	0.816980614	-5.990670501
Ch	HMDB0000248	0.00665728	5.271697277	0.273786834	0.78518532	0.900089489	-6.128620016
H	PLTP	-0.458492095	-1.778074625	-3.710228402	0.000449205	0.105102815	-0.102568709
H	APOC4	0.62396065	-2.633397611	3.57283003	0.000696045	0.105102815	-0.481344708
H	APOD	-0.292288547	3.185308932	-3.305850994	0.001588031	0.14269693	-1.19129016
H	PRG4	0.469836969	-2.620474914	3.24795346	0.001890026	0.14269693	-1.340440309
H	CFH	0.213652654	5.312181514	3.115393954	0.002796795	0.168926438	-1.675111008
H	SERPIND1	0.197878295	3.288411159	2.957841966	0.0044003	0.221481782	-2.060042042
H	HP	0.388566877	7.029935502	2.716173956	0.008576347	0.298496012	-2.621791465
H	BCHE	0.282616788	-1.239926492	2.685794437	0.009303838	0.298496012	-2.689839978
H	F10	0.270514966	0.349085501	2.613475708	0.011267978	0.298496012	-2.849444401
H	PRG4	0.474751353	-2.06018738	2.600477098	0.011658652	0.298496012	-2.877771663
H	APOA1	-0.300608273	8.373270513	-2.5972723	0.011756845	0.298496012	-2.884738729
H	APOF	-0.268810958	-1.13015018	-2.565133975	0.012783916	0.298496012	-2.954232241
H	LRG1	-0.245286637	3.073571496	-2.543644821	0.013515353	0.298496012	-3.00031783
H	VTN	0.189583632	4.864597355	2.534510983	0.013837563	0.298496012	-3.01981325
H	SHBG	-0.522259366	-1.226961452	-2.364925848	0.021224001	0.427309884	-3.371522211
H	NPHP3	0.346620542	-3.674916332	2.273512665	0.026520963	0.500583168	-3.552844016
H	IL1RAP	-0.301883994	-4.773590219	-2.178407608	0.033242593	0.560178265	-3.735162254
H	BTD	0.185816047	-2.235763401	2.176543084	0.033388108	0.560178265	-3.738671131
H	C1QB	0.163770865	0.756305079	2.123307891	0.037785045	0.600583349	-3.837781099
H	PCOLCE	0.169790175	-5.198482424	2.086071105	0.041153111	0.608429732	-3.905863864
H	C4A	-0.401751569	-4.390255101	-2.07391127	0.042308028	0.608429732	-3.927873382
H	LPA	-1.074177613	-0.398896083	-2.0077233	0.049099125	0.608712028	-4.045731446
H	GSN	-0.165977771	3.052075161	-2.000911385	0.049848572	0.608712028	-4.057673633
H	KNG1	0.311470495	-4.891850992	1.991998133	0.050844035	0.608712028	-4.073246583
H	MASP1	0.257895411	-2.239017322	1.991973205	0.050846843	0.608712028	-4.073290052
H	PON1	-0.191781136	3.513542264	-1.978312628	0.052405671	0.608712028	-4.097039925
H	INHBC	0.186973506	-5.528533332	1.960668224	0.054479544	0.609363784	-4.127505457
H	FCN3	0.256166782	0.349937419	1.916314169	0.06000477	0.615641171	-4.203035447
H	C5	0.096933745	3.561036741	1.883744819	0.064359004	0.615641171	-4.257531397
H	IGHV1-69	0.485969288	-4.449222612	1.879468602	0.064950078	0.615641171	-4.264625398
H	IL1RAP	-0.212074788	-4.872510052	-1.875014239	0.065570649	0.615641171	-4.271999817
H	PROS1	0.139683132	1.989634471	1.849966567	0.06915421	0.615641171	-4.313179564
H	TYMP	0.401840677	-3.555226531	1.846581827	0.069650881	0.615641171	-4.318706685
H	MGP	0.203458759	-5.172595095	1.835269936	0.071332589	0.615641171	-4.337113393
H	CFHR2	-0.406287323	-2.625437577	-1.835159712	0.071349142	0.615641171	-4.337292257
H	ACTBL2	0.32020974	-3.722519016	1.786333697	0.079005456	0.662767988	-4.415583513
H	COL6A3	-0.262926929	-4.962612947	-1.745790435	0.085872556	0.700905729	-4.479160182
H	JCHAIN	0.245618957	3.046628054	1.700040369	0.094207557	0.748702161	-4.549326747
H	F13A1	-0.199115714	-0.206441499	-1.6642551	0.10118083	0.76435934	-4.603037701
H	IGHV4-39	0.230237663	-2.266070919	1.65370898	0.10331448	0.76435934	-4.618669165
H	IGKV3-20	-0.268426448	-5.299189627	-1.646432893	0.104807809	0.76435934	-4.629401216
H	FETUB	0.188053512	0.077527844	1.630116699	0.108220376	0.76435934	-4.653310847
H	PON3	-0.186830278	-0.947936138	-1.612390253	0.112029454	0.76435934	-4.679041351
H	ATRN	0.116075549	-1.363484344	1.609599255	0.112638944	0.76435934	-4.683069209
H	IGHV3-7	0.225611947	2.228420387	1.597402685	0.11533389	0.76435934	-4.700596097
H	DSP	-0.232251776	-4.353606973	-1.592527254	0.116425595	0.76435934	-4.707568197
H	HPR	-0.254308221	1.722107934	-1.574612046	0.120508777	0.765466179	-4.733020383
H	C9	-0.155708901	2.064697701	-1.56963412	0.121663499	0.765466179	-4.740045737
H	IGKV1-16	0.374168118	-2.686069693	1.533762598	0.130248721	0.800580943	-4.790067548
H	IGHV3-33	0.313246253	-4.237583287	1.523858088	0.132702209	0.800580943	-4.803691788
H	DYNC1H1	-0.178103504	-2.839628364	-1.513932967	0.135197444	0.800580943	-4.817262823
H	CEP290	0.266459109	-5.015586794	1.496935257	0.139556892	0.810503488	-4.840314499
H	IGHV3-53	0.25725551	-1.510300105	1.484261163	0.142879028	0.814140875	-4.857346174
H	ECM1	-0.132497333	0.916877494	-1.460484848	0.149278708	0.818749879	-4.888935607
H	IGHM	0.279694643	4.898180453	1.454205151	0.151005852	0.818749879	-4.897199944
H	IGHV3-23	0.182852714	-0.738293908	1.426326806	0.158862381	0.818749879	-4.93348959
H	SERPINA3	-0.084349715	5.015704779	-1.416146002	0.16180925	0.818749879	-4.946579216
H	MAN2B2	0.213648829	-2.732161448	1.409969576	0.16361754	0.818749879	-4.954477784
H	IGKV3-20	0.208143891	-4.262164429	1.407377224	0.164381144	0.818749879	-4.957783363
H	ITIH3	-0.140297437	0.640293216	-1.402256369	0.165897624	0.818749879	-4.964296438
H	IGLC2	-0.248054609	-4.495594056	-1.3861318	0.170743194	0.818749879	-4.984660107
H	A2M	-0.119087837	7.939631144	-1.384422071	0.171263289	0.818749879	-4.986806423
H	IGHD	-0.94469034	-1.343863175	-1.380378945	0.17249803	0.818749879	-4.991872129
H	ADIPOQ	-0.266094978	-2.912628904	-1.377082082	0.173509908	0.818749879	-4.995992579
H	CP	-0.107481072	5.678619022	-1.344536615	0.183743947	0.830933759	-5.036173128
H	CNDP1	-0.213508725	-0.911833087	-1.343626242	0.184036669	0.830933759	-5.037284123
H	C3	0.081235361	8.560299288	1.338842226	0.185580741	0.830933759	-5.043110807
H	VCL	0.280333725	-3.885215568	1.326721455	0.189536717	0.830933759	-5.057785933
H	PFN1	0.276690301	-4.22834809	1.325772503	0.189849104	0.830933759	-5.058929577
H	AZGP1	-0.150970185	2.593859735	-1.310388751	0.194967658	0.835057538	-5.077362209
H	SERPINA6	-0.140618225	0.165188512	-1.306370762	0.196321474	0.835057538	-5.082143182
H	IGLV1-47	-0.171613996	-0.143172613	-1.282261931	0.204593172	0.858154692	-5.11053954
H	FLNA	0.267466731	-4.224051779	1.271113689	0.208504808	0.862581533	-5.123501679
H	IGHV1-2	-0.354023993	0.470236493	-1.257382599	0.213398697	0.86962148	-5.139319954
H	IGFBP3	0.144263986	-1.172497972	1.250273457	0.215965599	0.86962148	-5.147445892
H	APOM	-0.108830006	2.168124138	-1.222257426	0.226303184	0.899257389	-5.179044112
H	ACTA1	0.203827537	-4.182403289	1.191019603	0.238250945	0.915592784	-5.213474666
H	PZP	-0.317911394	0.13693223	-1.178405224	0.243202844	0.915592784	-5.227138088
H	COLEC11	-0.200635033	-4.283666778	-1.154055767	0.252970167	0.915592784	-5.253120505
H	MBL2	-0.342258506	-3.98967042	-1.151075699	0.254184536	0.915592784	-5.256264898
H	IGHA2	-0.360942426	0.913893768	-1.142148347	0.257847266	0.915592784	-5.265638071
H	F11	0.171256194	-1.761017594	1.126762178	0.264247652	0.915592784	-5.281628988
H	CFP	-0.149422945	-2.437375907	-1.12206842	0.266222338	0.915592784	-5.286465962
H	SERPING1	-0.2226287	3.572388005	-1.116483077	0.268585648	0.915592784	-5.29219656
H	NCAM1	0.230326116	-2.471935339	1.111137898	0.270861128	0.915592784	-5.297655123
H	ABCF1	-0.147409519	-2.249778365	-1.102405274	0.274607726	0.915592784	-5.306519025
H	CFHR5	0.160147862	-2.894642964	1.090401588	0.27981668	0.915592784	-5.318593797
H	FN1	0.136441306	6.402024703	1.08726918	0.281187226	0.915592784	-5.321723903
H	TPM4	0.262277948	-4.153100189	1.082656263	0.283214038	0.915592784	-5.326317705
H	IGKV1-33	-0.166635544	-2.956999214	-1.081371571	0.283780305	0.915592784	-5.327593739
H	IGLV1-51	0.219059419	-1.650955141	1.079833905	0.284459109	0.915592784	-5.32911913
H	IGLV6-57	0.279124296	-3.333672622	1.068399722	0.28954205	0.915592784	-5.340396676
H	SCP2	0.211942662	-3.230469605	1.062475774	0.292199981	0.915592784	-5.34619413
H	C1RL	0.231402788	-1.133049773	1.061897084	0.292460522	0.915592784	-5.346758802
H	EFEMP1	0.273320562	-1.224576383	1.057744787	0.294334686	0.915592784	-5.350801849
H	C4B	-0.258390749	-0.730568994	-1.0509864	0.297402733	0.915592784	-5.357349854
H	C4BPA	-0.124102445	3.452367075	-1.048008029	0.298761729	0.915592784	-5.360222699
H	AFM	0.134690316	3.78163653	1.047819877	0.298847723	0.915592784	-5.360403921
H	F13B	-0.130703973	0.175771616	-1.043586545	0.300787023	0.915592784	-5.36447306
H	APOB	0.106929749	5.805094997	1.038396233	0.303176418	0.915592784	-5.36944043
H	CFD	0.161182618	-3.665912156	1.028150475	0.307930986	0.920744136	-5.379176098
H	ADGRF5	0.156085385	-1.811845337	1.015331118	0.313950686	0.929540267	-5.391226236
H	PRDX2	-0.187218315	-5.338178968	-0.996381782	0.322993284	0.936796254	-5.408771406
H	KLKB1	0.078632793	2.270901916	0.994348802	0.323973657	0.936796254	-5.41063479
H	HRG	0.093636692	3.806173083	0.981178517	0.330372883	0.936796254	-5.422617315
H	APOA2	-0.091812533	4.326244023	-0.97038625	0.335678751	0.936796254	-5.432321153
H	MASP2	0.136479326	-3.70327686	0.951198823	0.345250033	0.936796254	-5.449317008
H	LDHB	-0.224854821	-2.218730891	-0.937191012	0.352349075	0.936796254	-5.461517232
H	C1QC	0.078503419	1.923061184	0.917942997	0.362257096	0.936796254	-5.477995141
H	LUM	0.070349353	0.728350827	0.912429587	0.365127798	0.936796254	-5.482653939
H	MCAM	-0.140820173	-4.413277335	-0.902768043	0.370193336	0.936796254	-5.490752149
H	IGLV3-21	0.207213258	-0.060107435	0.900852005	0.371203204	0.936796254	-5.492348201
H	IGKV1D-16	0.096094964	-1.599616577	0.89800489	0.372707037	0.936796254	-5.49471375
H	MMRN1	-0.094937775	-3.339413664	-0.885576603	0.379316799	0.936796254	-5.504954646
H	IGF2	0.061981486	-3.066060692	0.868322015	0.388614998	0.936796254	-5.518942183
H	PSTK	-0.078567792	-5.725432545	-0.863961436	0.39098717	0.936796254	-5.5224347
H	IGKV1D-33	-0.133694252	-1.933136761	-0.861431559	0.392367554	0.936796254	-5.524453103
H	PCYOX1	0.15536353	-3.34371707	0.846792706	0.400414307	0.936796254	-5.536019117
H	PROC	0.082464508	-2.495447674	0.84275324	0.402652508	0.936796254	-5.539176638
H	SERPINF1	0.065640885	1.713910895	0.841506322	0.403344954	0.936796254	-5.54014834
H	HNRNPM	-0.150529579	-3.053689788	-0.837957578	0.405319661	0.936796254	-5.542906135
H	PLG	0.043773151	4.905778572	0.83390987	0.40757923	0.936796254	-5.546037805
H	HPX	0.04894874	6.584625705	0.809044169	0.421628163	0.936796254	-5.564951293
H	IGLV6-57	0.24962736	-3.775429229	0.809003724	0.421651249	0.936796254	-5.564981601
H	CLU	-0.041590124	3.308935011	-0.800047056	0.426782345	0.936796254	-5.571656916
H	CLU	-0.042753541	4.202057526	-0.79358193	0.430509159	0.936796254	-5.576430158
H	F2	0.043928236	4.928427293	0.791369017	0.431789223	0.936796254	-5.578055265
H	C4BPB	-0.061851527	-1.034191638	-0.778267333	0.439414087	0.936796254	-5.587585842
H	CAMP	0.124201521	-4.785597925	0.772271361	0.44292986	0.936796254	-5.591895558
H	ASS1	-0.193470995	-3.501610179	-0.770198046	0.444149385	0.936796254	-5.593378198
H	C1QA	0.057602691	2.10308455	0.769501522	0.444559521	0.936796254	-5.59387541
H	SAA1	-0.229765647	-1.287437981	-0.765314226	0.447029798	0.936796254	-5.596855219
H	SCLT1	0.087843723	-5.326063707	0.76292074	0.448445413	0.936796254	-5.598551344
H	C8G	0.062481294	1.540372411	0.761699629	0.449168635	0.936796254	-5.599414669
H	DBH	-0.183756048	-1.863132524	-0.758627468	0.450991168	0.936796254	-5.601580695
H	ITIH4	0.053296538	3.948309278	0.757706711	0.451538233	0.936796254	-5.602228203
H	FCGBP	0.135537294	-2.029866142	0.742456842	0.460654671	0.936796254	-5.612840331
H	IGKV2D-28	0.093348375	-4.826385241	0.742075012	0.460884276	0.936796254	-5.613103325
H	IGLV1-40	0.126874671	-3.830033459	0.737453393	0.463668581	0.936796254	-5.61627605
H	CST3	-0.090368036	-2.496932944	-0.736891205	0.464007926	0.936796254	-5.616660663
H	APOC2	0.122122904	2.113259501	0.736505658	0.46424073	0.936796254	-5.616924264
H	CDK5RAP2	0.124966741	-4.872445903	0.735020725	0.465137996	0.936796254	-5.617938257
H	TF	0.0421307	9.399921319	0.731192393	0.467455803	0.936796254	-5.620543187
H	CFI	0.057593214	1.943440045	0.727285723	0.469827788	0.936796254	-5.62318766
H	CDHR5	0.07885748	0.307436676	0.711482039	0.479492424	0.936796254	-5.63374342
H	PGLYRP2	0.052218704	1.69181375	0.711152138	0.47969535	0.936796254	-5.633961344
H	SAA4	-0.094163493	1.519129434	-0.711127132	0.479710734	0.936796254	-5.633977858
H	PIGR	0.14445946	-3.747281366	0.708769558	0.481162332	0.936796254	-5.635532269
H	C8B	-0.067735394	0.6839063	-0.693315896	0.490737827	0.936796254	-5.645595662
H	OLFM1	-0.092004781	-4.191696841	-0.691094279	0.492122978	0.936796254	-5.647024446
H	MSN	0.121456961	-3.943142609	0.687501064	0.494367845	0.936796254	-5.649325799
H	LGALS3BP	0.12208845	-1.641495668	0.682421075	0.497551129	0.936796254	-5.652559256
H	ITIH2	0.041456362	4.835406755	0.664487354	0.508877847	0.936796254	-5.663785522
H	SAA2	-0.177684789	-4.003180558	-0.662941454	0.509860661	0.936796254	-5.664739457
H	PROZ	-0.200903376	-2.401453436	-0.655468096	0.514626208	0.936796254	-5.669320222
H	NUP205	-0.094411554	-2.545399192	-0.654943326	0.514961728	0.936796254	-5.669639956
H	SERPINA7	0.077184977	-0.556630918	0.654552717	0.515211546	0.936796254	-5.669877784
H	CPN1	0.053637764	0.235108523	0.648855069	0.518862849	0.936796254	-5.673330991
H	IGKV3-15	-0.078693394	2.324424287	-0.639402155	0.524950769	0.936796254	-5.678994553
H	ATP5A1	-0.105646629	-4.623415438	-0.637211876	0.526366694	0.936796254	-5.680295134
H	APCS	0.076917241	-1.756736566	0.629295334	0.531501034	0.936796254	-5.68495926
H	FCN2	-0.093346827	-2.633529902	-0.626319774	0.533437564	0.936796254	-5.68669748
H	MYBPC2	0.061679006	-4.708526576	0.625674597	0.533857935	0.936796254	-5.687073299
H	IGHV1-46	0.086130349	-3.566686302	0.621733099	0.53642977	0.936796254	-5.689360943
H	THBS1	-0.195517799	-3.056545466	-0.612412091	0.542537058	0.936796254	-5.694714104
H	MTHFD1	0.158695487	-4.259294999	0.610424719	0.543843798	0.936796254	-5.695845154
H	APOA4	-0.063836931	4.92984226	-0.608884092	0.544857896	0.936796254	-5.696719457
H	HBB	-0.088841883	2.108953624	-0.608574375	0.545061879	0.936796254	-5.696894957
H	ATP11B	0.031917123	-1.442141489	0.607349632	0.545868891	0.936796254	-5.697588092
H	COMP	-0.056770223	-5.193229284	-0.607145819	0.546003247	0.936796254	-5.697703305
H	SELL	0.062459303	-4.097653904	0.601060418	0.550022538	0.936796254	-5.701125716
H	C1S	0.029701443	2.356405064	0.599862947	0.5508152	0.936796254	-5.701795163
H	IGHA1	-0.100731549	5.926418008	-0.598001016	0.552048842	0.936796254	-5.702833457
H	IGLV2-11	0.111327349	-4.307588347	0.597444478	0.552417853	0.936796254	-5.703143188
H	A1BG	0.040551754	5.121915382	0.591646183	0.556269746	0.936796254	-5.706353184
H	APOH	0.066404341	3.896654832	0.590940436	0.556739499	0.936796254	-5.706741782
H	AHSG	0.048639936	4.968823482	0.588734359	0.558209165	0.936796254	-5.707953537
H	CPN2	-0.057005997	0.935582815	-0.582089079	0.562647829	0.936796254	-5.711576601
H	ORM1	-0.06666696	6.090337895	-0.580763188	0.563535532	0.936796254	-5.712294625
H	B2M	-0.061926263	-4.700420608	-0.575659227	0.566959152	0.936796254	-5.715043526
H	CPB2	0.0373955	0.208149869	0.575523771	0.567050152	0.936796254	-5.715116154
H	CAPZB	-0.085658094	-4.36183154	-0.575241038	0.567240116	0.936796254	-5.715267693
H	SERPINA5	0.282733714	-3.106831445	0.567473535	0.572471164	0.936796254	-5.719402111
H	APOE	0.070680772	4.434197045	0.56448462	0.574490294	0.936796254	-5.720978218
H	SH3GL3	0.14436896	-2.280779536	0.556670727	0.579785144	0.936796254	-5.725059734
H	MST1	0.084685036	-2.914879669	0.554612992	0.581183398	0.936796254	-5.726125213
H	IGHV3-33	-0.109631374	-2.267193087	-0.542431043	0.589494106	0.936796254	-5.732352959
H	SERPINF2	0.028652933	3.713020424	0.54023746	0.590996548	0.936796254	-5.733459836
H	F7	0.134436352	-4.914098098	0.538584887	0.592129628	0.936796254	-5.734290789
H	IGKV1D-33	0.069308602	-3.994700058	0.531663739	0.596886151	0.936796254	-5.737743528
H	HABP2	0.071796016	-1.08447485	0.530692085	0.597555338	0.936796254	-5.738224716
H	IGLV1-44	0.094408984	-1.9306018	0.528776251	0.598875815	0.936796254	-5.739170933
H	IGKV1-39	-0.084975463	-4.822440929	-0.528076722	0.599358299	0.936796254	-5.739515581
H	KRT17	-0.140012928	-3.147817828	-0.520596329	0.604528966	0.936796254	-5.743172814
H	ATRN	-0.038655768	-1.892384514	-0.513459595	0.609481119	0.936796254	-5.746613854
H	IGFALS	-0.066418803	2.23677574	-0.509166919	0.612468664	0.936796254	-5.748660941
H	APOL1	0.045804287	1.967565396	0.505894483	0.614750606	0.936796254	-5.750210057
H	IGHV2-70	0.186115116	-2.97189367	0.505873328	0.61476537	0.936796254	-5.750220039
H	IGHV3-13	-0.085867231	-0.651948633	-0.501018247	0.618158007	0.936796254	-5.75250002
H	F5	-0.051320479	-0.256342265	-0.494751386	0.622549524	0.936796254	-5.75541076
H	ALB	0.030479558	11.15973675	0.493402108	0.623496845	0.936796254	-5.756032701
H	CRISP3	-0.077397977	-3.329948505	-0.485470173	0.629078681	0.940503771	-5.759654825
H	ORM2	0.054242615	2.881800779	0.479602994	0.633221557	0.941683712	-5.762296619
H	IGLL5	-0.064564649	2.786430131	-0.467393506	0.641880571	0.941683712	-5.767691985
H	FGG	-0.039067601	7.976754914	-0.457812502	0.648710651	0.941683712	-5.771829147
H	CD5L	0.067621589	-0.428798912	0.456529202	0.649627806	0.941683712	-5.772376829
H	IGKC	-0.046892025	6.209354858	-0.43654738	0.663978	0.941683712	-5.78070765
H	SERPINC1	-0.02589648	4.963960661	-0.433164885	0.666419916	0.941683712	-5.782081237
H	AMBP	0.025366457	3.305436546	0.426910102	0.670944955	0.941683712	-5.784593261
H	IGHV3-30	-0.093515198	-3.29131827	-0.423513846	0.673407132	0.941683712	-5.785942046
H	PPBP	-0.086106341	-1.395224324	-0.410323485	0.683003564	0.941683712	-5.791078907
H	ZNF10	0.069570014	-4.50030339	0.406831092	0.685553294	0.941683712	-5.792411938
H	HBA1	-0.054147921	2.039962355	-0.401175463	0.689690143	0.941683712	-5.794546638
H	LCAT	0.02632857	-0.716909526	0.400446981	0.690223692	0.941683712	-5.794819442
H	KNG1	0.026834815	3.348420832	0.400296698	0.69033378	0.941683712	-5.794875659
H	IGHG4	-0.163259148	1.541848235	-0.39784586	0.692130067	0.941683712	-5.795789491
H	VWF	-0.099554694	0.409477499	-0.39031441	0.697661151	0.941683712	-5.798562777
H	C6	0.041599179	1.877999388	0.387738698	0.699556552	0.941683712	-5.799499128
H	F12	0.054264239	1.708192641	0.385314289	0.701342368	0.941683712	-5.800374841
H	SELENOP	0.041604895	-0.433229303	0.376164151	0.708097512	0.941683712	-5.803630702
H	ILK	0.034572172	-3.521072702	0.372924636	0.71049479	0.941683712	-5.804764745
H	SERPINA10	-0.049656335	-2.084265787	-0.371151029	0.711808526	0.941683712	-5.80538149
H	IGHG3	-0.062893497	-0.11447525	-0.370321743	0.712423091	0.941683712	-5.805668857
H	TAGLN2	-0.062445999	-4.816949973	-0.366585786	0.715194092	0.941683712	-5.806955524
H	HGFAC	0.048308064	-1.422047709	0.363404634	0.717556625	0.941683712	-5.808040879
H	IGHV4-34	-0.057230315	-3.098005095	-0.362826342	0.717986401	0.941683712	-5.808237171
H	SLFN11	-0.04453947	-2.24402448	-0.359363892	0.72056154	0.941683712	-5.809405937
H	APOC3	0.048127236	4.71834893	0.357205969	0.722168106	0.941683712	-5.81012871
H	FRMPD1	-0.042724322	-5.112762598	-0.353966205	0.724582454	0.941683712	-5.811205697
H	IGLV7-43	0.05760037	0.34982379	0.353639982	0.72482572	0.941683712	-5.811313601
H	LYZ	-0.04109359	-4.0277836	-0.352001705	0.726047816	0.941683712	-5.811853993
H	IGHV3-7	-0.046577881	-0.537597476	-0.34806287	0.728988969	0.941683712	-5.813143008
H	SERPINA4	0.035221815	0.570376784	0.343503635	0.732398485	0.941683712	-5.814617019
H	IGHV3-30	-0.074009581	-3.484550445	-0.341445536	0.733939366	0.941683712	-5.815276067
H	CFHR4	-0.075093848	-4.154625764	-0.340663503	0.734525156	0.941683712	-5.815525457
H	C1R	0.024291153	1.990251756	0.335173833	0.738641687	0.941683712	-5.817260077
H	IGKV3-20	0.075194131	-4.248820633	0.330943549	0.741819097	0.941683712	-5.818577609
H	AGT	0.033654765	3.371701669	0.330541121	0.742121601	0.941683712	-5.818702078
H	C7	-0.038600778	0.655636355	-0.322361531	0.74827896	0.945524042	-5.821199283
H	GC	0.019074583	5.834274403	0.307273835	0.759679539	0.949946055	-5.825641941
H	GAPDH	-0.071161332	-3.797921902	-0.305585425	0.760958726	0.949946055	-5.826125902
H	CTTNBP2	0.075230888	-3.963873575	0.30378677	0.762322175	0.949946055	-5.826638539
H	TLN1	0.061260885	-3.373332033	0.297199313	0.767322141	0.949946055	-5.828490282
H	CA1	-0.051768845	-2.682675362	-0.295507226	0.76860807	0.949946055	-5.828959398
H	IGKV1D-33	0.061672656	-1.026984942	0.292820015	0.770651601	0.949946055	-5.829698916
H	GP5	0.047797304	-3.651111244	0.288630323	0.773840968	0.949999888	-5.830838477
H	MYH9	0.053493593	-2.196364368	0.267332757	0.790113025	0.953598952	-5.836378014
H	IGHG1	-0.02926296	6.338563262	-0.262396994	0.79389783	0.953598952	-5.837601394
H	CFHR1	-0.057049255	-2.854676701	-0.260731538	0.795176051	0.953598952	-5.838009063
H	MYH7	-0.049792906	-3.923190763	-0.259607597	0.796038982	0.953598952	-5.838282717
H	IGHV3-48	0.030363018	-1.905993033	0.259607515	0.796039046	0.953598952	-5.838282737
H	IGKV1D-33	0.038378551	-2.721253589	0.249403079	0.803885312	0.953598952	-5.840713316
H	IGF2R	-0.048288711	-4.260848754	-0.24147244	0.809997299	0.953598952	-5.842535147
H	IGKV3-20	-0.047057881	-4.326818678	-0.240037467	0.811104486	0.953598952	-5.842858514
H	IGLV3-19	0.029367561	0.974476783	0.236427208	0.813891774	0.953598952	-5.843663567
H	C8A	-0.022289574	1.947064643	-0.233596234	0.816079111	0.953598952	-5.844286329
H	FGA	-0.017247139	9.166351587	-0.231327852	0.817832824	0.953598952	-5.844779929
H	FBLN1	-0.02990596	-2.808137623	-0.230469868	0.818496386	0.953598952	-5.844965372
H	FERMT3	-0.037518508	-4.574640557	-0.228613344	0.819932671	0.953598952	-5.845364286
H	SERPINA1	0.014186525	7.84038634	0.224781017	0.822899474	0.953598952	-5.846177557
H	TTN	-0.031406757	-1.992736941	-0.223183656	0.824136842	0.953598952	-5.846512486
